Device ID,,,,
Remarks,_A5_234,,,
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
6.87295,0.000102124,9.993881226,6.87295,6.87295
6.87305,0.000120889,8.730748177,6.87305,6.87305
6.87315,5.56E-05,-0.00106865,6.87315,6.87315
6.87325,2.98E-05,-0.001196156,6.87325,6.87325
6.87335,2.85E-05,-0.001245484,6.87335,6.87335
6.87345,2.82E-05,-0.001317047,6.87345,6.87345
6.87355,2.80E-05,-0.001178916,6.87355,6.87355
6.87365,2.80E-05,-0.000958173,6.87365,6.87365
6.87375,2.80E-05,-0.000913278,6.87375,6.87375
6.87385,2.80E-05,-0.000933755,6.87385,6.87385
6.87395,2.80E-05,-0.00096542,6.87395,6.87395
6.87405,1.48E-05,1.252516627,6.87405,6.87405
6.87415,9.32E-05,9.993998528,6.87415,6.87415
6.87425,0.000101679,9.994073868,6.87425,6.87425
6.87435,0.000101987,9.993915558,6.87435,6.87435
6.87445,0.000102011,9.993987083,6.87445,6.87445
6.87455,0.000102052,9.994182587,6.87455,6.87455
6.87465,0.00010207,9.994229317,6.87465,6.87465
6.87475,0.000102073,9.994174957,6.87475,6.87475
6.87485,0.00010206,9.994483948,6.87485,6.87485
6.87495,0.000102065,9.994542122,6.87495,6.87495
6.87505,0.000120789,8.750990868,6.87505,6.87505
6.87515,5.58E-05,-0.000458492,6.87515,6.87515
6.87525,2.98E-05,-0.000320994,6.87525,6.87525
6.87535,2.85E-05,-0.000776624,6.87535,6.87535
6.87545,2.82E-05,-0.000737641,6.87545,6.87545
6.87555,2.80E-05,-0.000571854,6.87555,6.87555
6.87565,2.80E-05,-0.00060549,6.87565,6.87565
6.87575,2.80E-05,-0.000661995,6.87575,6.87575
6.87585,2.80E-05,-0.000673184,6.87585,6.87585
6.87595,2.80E-05,-0.000730111,6.87595,6.87595
6.87605,1.48E-05,1.232819557,6.87605,6.87605
6.87615,9.31E-05,9.994653702,6.87615,6.87615
6.87625,0.000101687,9.994241714,6.87625,6.87625
6.87635,0.000101967,9.994344711,6.87635,6.87635
6.87645,0.000102016,9.994218826,6.87645,6.87645
6.87655,0.000102068,9.994325638,6.87655,6.87655
6.87665,0.00010205,9.994099617,6.87665,6.87665
6.87675,0.000102083,9.994555473,6.87675,6.87675
6.87685,0.00010209,9.994642258,6.87685,6.87685
6.87695,0.000102097,9.994764328,6.87695,6.87695
6.87705,0.000120711,8.770935059,6.87705,6.87705
6.87715,5.61E-05,-0.000842136,6.87715,6.87715
6.87725,2.98E-05,-0.001105874,6.87725,6.87725
6.87735,2.85E-05,-0.000994131,6.87735,6.87735
6.87745,2.82E-05,-0.000840307,6.87745,6.87745
6.87755,2.80E-05,-0.001096023,6.87755,6.87755
6.87765,2.80E-05,-0.000920878,6.87765,6.87765
6.87775,2.80E-05,-0.000824193,6.87775,6.87775
6.87785,2.80E-05,-0.000668117,6.87785,6.87785
6.87795,2.80E-05,-0.00080639,6.87795,6.87795
6.87805,1.49E-05,1.212693453,6.87805,6.87805
6.87815,9.29E-05,9.994153023,6.87815,6.87815
6.87825,0.000101706,9.994113922,6.87825,6.87825
6.87835,0.000101971,9.994370461,6.87835,6.87835
6.87845,0.000102058,9.994030952,6.87845,6.87845
6.87855,0.000102099,9.993852615,6.87855,6.87855
6.87865,0.000102111,9.994398117,6.87865,6.87865
6.87875,0.000102112,9.994221687,6.87875,6.87875
6.87885,0.000102103,9.994419098,6.87885,6.87885
6.87895,0.000102112,9.994215965,6.87895,6.87895
6.87905,0.000120691,8.790959358,6.87905,6.87905
6.87915,5.63E-05,-0.000876476,6.87915,6.87915
6.87925,2.98E-05,-0.00083327,6.87925,6.87925
6.87935,2.86E-05,-0.001048032,6.87935,6.87935
6.87945,2.82E-05,-0.000909056,6.87945,6.87945
6.87955,2.80E-05,-0.000691761,6.87955,6.87955
6.87965,2.79E-05,-0.000876617,6.87965,6.87965
6.87975,2.79E-05,-0.000788235,6.87975,6.87975
6.87985,2.79E-05,-0.000790205,6.87985,6.87985
6.87995,2.80E-05,-0.000925733,6.87995,6.87995
6.88005,1.49E-05,1.192639351,6.88005,6.88005
6.88015,9.28E-05,9.994251251,6.88015,6.88015
6.88025,0.000101664,9.993993759,6.88025,6.88025
6.88035,0.000101941,9.994493484,6.88035,6.88035
6.88045,0.000102048,9.994462013,6.88045,6.88045
6.88055,0.000102066,9.994441986,6.88055,6.88055
6.88065,0.000102053,9.99448204,6.88065,6.88065
6.88075,0.000102081,9.994419098,6.88075,6.88075
6.88085,0.000102076,9.994233131,6.88085,6.88085
6.88095,0.000102082,9.994220734,6.88095,6.88095
6.88105,0.000120552,8.810796738,6.88105,6.88105
6.88115,5.64E-05,-0.001039166,6.88115,6.88115
6.88125,2.98E-05,-0.001053732,6.88125,6.88125
6.88135,2.85E-05,-0.000797171,6.88135,6.88135
6.88145,2.81E-05,-0.000924537,6.88145,6.88145
6.88155,2.80E-05,-0.000846007,6.88155,6.88155
6.88165,2.80E-05,-0.000671847,6.88165,6.88165
6.88175,2.79E-05,-0.000660658,6.88175,6.88175
6.88185,2.79E-05,-0.000448359,6.88185,6.88185
6.88195,2.79E-05,-0.000749462,6.88195,6.88195
6.88205,1.48E-05,1.172326684,6.88205,6.88205
6.88215,9.26E-05,9.994203568,6.88215,6.88215
6.88225,0.000101727,9.994373322,6.88225,6.88225
6.88235,0.000101969,9.994398117,6.88235,6.88235
6.88245,0.000102007,9.994251251,6.88245,6.88245
6.88255,0.000102066,9.994231224,6.88255,6.88255
6.88265,0.000102113,9.994338989,6.88265,6.88265
6.88275,0.000102112,9.994418144,6.88275,6.88275
6.88285,0.000102108,9.994463921,6.88285,6.88285
6.88295,0.000102111,9.994525909,6.88295,6.88295
6.88305,0.000120513,8.830836296,6.88305,6.88305
6.88315,5.66E-05,-0.000567843,6.88315,6.88315
6.88325,2.98E-05,-0.00077578,6.88325,6.88325
6.88335,2.85E-05,-0.000516405,6.88335,6.88335
6.88345,2.81E-05,-0.000469329,6.88345,6.88345
6.88355,2.80E-05,-0.000587898,6.88355,6.88355
6.88365,2.79E-05,-0.000900542,6.88365,6.88365
6.88375,2.80E-05,-0.000514716,6.88375,6.88375
6.88385,2.80E-05,-0.000633637,6.88385,6.88385
6.88395,2.79E-05,-0.000663895,6.88395,6.88395
6.88405,1.48E-05,1.152914047,6.88405,6.88405
6.88415,9.25E-05,9.994440079,6.88415,6.88415
6.88425,0.000101678,9.994698524,6.88425,6.88425
6.88435,0.000101983,9.99462986,6.88435,6.88435
6.88445,0.000102064,9.994631767,6.88445,6.88445
6.88455,0.000102107,9.994586945,6.88455,6.88455
6.88465,0.000102095,9.99447155,6.88465,6.88465
6.88475,0.000102096,9.994457245,6.88475,6.88475
6.88485,0.000102134,9.9946661,6.88485,6.88485
6.88495,0.000102124,9.994545937,6.88495,6.88495
6.88505,0.000120448,8.850924492,6.88505,6.88505
6.88515,5.69E-05,-0.000916163,6.88515,6.88515
6.88525,2.98E-05,-0.00088105,6.88525,6.88525
6.88535,2.85E-05,-0.000865921,6.88535,6.88535
6.88545,2.81E-05,-0.000622167,6.88545,6.88545
6.88555,2.80E-05,-0.001028118,6.88555,6.88555
6.88565,2.80E-05,-0.000770924,6.88565,6.88565
6.88575,2.79E-05,-0.00076818,6.88575,6.88575
6.88585,2.79E-05,-0.000552574,6.88585,6.88585
6.88595,2.79E-05,-0.000552996,6.88595,6.88595
6.88605,1.48E-05,1.132970691,6.88605,6.88605
6.88615,9.23E-05,9.995063782,6.88615,6.88615
6.88625,0.000101701,9.994957924,6.88625,6.88625
6.88635,0.000101997,9.995114326,6.88635,6.88635
6.88645,0.00010204,9.995125771,6.88645,6.88645
6.88655,0.00010208,9.995055199,6.88655,6.88655
6.88665,0.000102097,9.994702339,6.88665,6.88665
6.88675,0.00010208,9.994860649,6.88675,6.88675
6.88685,0.000102088,9.994767189,6.88685,6.88685
6.88695,0.00010208,9.994710922,6.88695,6.88695
6.88705,0.000120358,8.871155739,6.88705,6.88705
6.88715,5.71E-05,-0.000708086,6.88715,6.88715
6.88725,2.98E-05,-0.000584098,6.88725,6.88725
6.88735,2.85E-05,-0.000611612,6.88735,6.88735
6.88745,2.81E-05,-0.000474536,6.88745,6.88745
6.88755,2.79E-05,-0.000532167,6.88755,6.88755
6.88765,2.79E-05,-0.000490017,6.88765,6.88765
6.88775,2.79E-05,-0.000390306,6.88775,6.88775
6.88785,2.79E-05,-0.000545185,6.88785,6.88785
6.88795,2.79E-05,-0.000137053,6.88795,6.88795
6.88805,1.49E-05,1.113312721,6.88805,6.88805
6.88815,9.21E-05,9.994896889,6.88815,6.88815
6.88825,0.000101705,9.994991302,6.88825,6.88825
6.88835,0.000101957,9.995135307,6.88835,6.88835
6.88845,0.000102025,9.99465847,6.88845,6.88845
6.88855,0.000102069,9.994688034,6.88855,6.88855
6.88865,0.000102081,9.994864464,6.88865,6.88865
6.88875,0.000102083,9.994703293,6.88875,6.88875
6.88885,0.000102105,9.99431324,6.88885,6.88885
6.88895,0.000102081,9.994258881,6.88895,6.88895
6.88905,0.000120263,8.890822411,6.88905,6.88905
6.88915,5.73E-05,-0.000683317,6.88915,6.88915
6.88925,2.97E-05,-0.000709001,6.88925,6.88925
6.88935,2.84E-05,-0.000570095,6.88935,6.88935
6.88945,2.81E-05,-0.000842981,6.88945,6.88945
6.88955,2.80E-05,-0.00066488,6.88955,6.88955
6.88965,2.79E-05,-0.000562284,6.88965,6.88965
6.88975,2.79E-05,-0.000238734,6.88975,6.88975
6.88985,2.79E-05,-0.000536248,6.88985,6.88985
6.88995,2.79E-05,-0.000542863,6.88995,6.88995
6.89005,1.49E-05,1.092982888,6.89005,6.89005
6.89015,9.19E-05,9.994979858,6.89015,6.89015
6.89025,0.000101745,9.994588852,6.89025,6.89025
6.89035,0.000102003,9.99479866,6.89035,6.89035
6.89045,0.000102061,9.994836807,6.89045,6.89045
6.89055,0.000102121,9.994832039,6.89055,6.89055
6.89065,0.00010212,9.994937897,6.89065,6.89065
6.89075,0.000102108,9.994954109,6.89075,6.89075
6.89085,0.0001021,9.995209694,6.89085,6.89085
6.89095,0.000102114,9.994982719,6.89095,6.89095
6.89105,0.000120194,8.91119957,6.89105,6.89105
6.89115,5.75E-05,-0.000669314,6.89115,6.89115
6.89125,2.97E-05,-0.000546733,6.89125,6.89125
6.89135,2.84E-05,-0.00093861,6.89135,6.89135
6.89145,2.81E-05,-0.000809767,6.89145,6.89145
6.89155,2.79E-05,-0.000741018,6.89155,6.89155
6.89165,2.79E-05,-0.000535756,6.89165,6.89165
6.89175,2.79E-05,-0.000811456,6.89175,6.89175
6.89185,2.79E-05,-0.001098486,6.89185,6.89185
6.89195,2.79E-05,-0.000659955,6.89195,6.89195
6.89205,1.49E-05,1.072903037,6.89205,6.89205
6.89215,9.18E-05,9.994760513,6.89215,6.89215
6.89225,0.000101696,9.994846344,6.89225,6.89225
6.89235,0.000101964,9.994653702,6.89235,6.89235
6.89245,0.000102041,9.994493484,6.89245,6.89245
6.89255,0.000102088,9.994572639,6.89255,6.89255
6.89265,0.00010209,9.994679451,6.89265,6.89265
6.89275,0.000102107,9.994987488,6.89275,6.89275
6.89285,0.000102113,9.994632721,6.89285,6.89285
6.89295,0.000102136,9.994467735,6.89295,6.89295
6.89305,0.000120101,8.930979729,6.89305,6.89305
6.89315,5.77E-05,-0.001123677,6.89315,6.89315
6.89325,2.97E-05,-0.001060769,6.89325,6.89325
6.89335,2.85E-05,-0.00061696,6.89335,6.89335
6.89345,2.81E-05,-0.000853043,6.89345,6.89345
6.89355,2.80E-05,-0.000746929,6.89355,6.89355
6.89365,2.79E-05,-0.000559962,6.89365,6.89365
6.89375,2.79E-05,-0.000614849,6.89375,6.89375
6.89385,2.79E-05,-0.00051732,6.89385,6.89385
6.89395,2.79E-05,-0.000544763,6.89395,6.89395
6.89405,1.49E-05,1.052718639,6.89405,6.89405
6.89415,9.16E-05,9.994529724,6.89415,6.89415
6.89425,0.000101731,9.994433403,6.89425,6.89425
6.89435,0.000102038,9.994547844,6.89435,6.89435
6.89445,0.000102089,9.994748116,6.89445,6.89445
6.89455,0.00010209,9.994688988,6.89455,6.89455
6.89465,0.000102141,9.994626999,6.89465,6.89465
6.89475,0.000102145,9.994556427,6.89475,6.89475
6.89485,0.000102098,9.994581223,6.89485,6.89485
6.89495,0.000102072,9.994466782,6.89495,6.89495
6.89505,0.000120016,8.950965881,6.89505,6.89505
6.89515,5.79E-05,-0.000621886,6.89515,6.89515
6.89525,2.97E-05,-0.000740033,6.89525,6.89525
6.89535,2.84E-05,-0.000939666,6.89535,6.89535
6.89545,2.81E-05,-0.000841573,6.89545,6.89545
6.89555,2.79E-05,-0.000843473,6.89555,6.89555
6.89565,2.79E-05,-0.000714841,6.89565,6.89565
6.89575,2.79E-05,-0.000738133,6.89575,6.89575
6.89585,2.79E-05,-0.000696335,6.89585,6.89585
6.89595,2.79E-05,-0.000560244,6.89595,6.89595
6.89605,1.50E-05,1.032753706,6.89605,6.89605
6.89615,9.14E-05,9.994255066,6.89615,6.89615
6.89625,0.000101682,9.994506836,6.89625,6.89625
6.89635,0.000101988,9.99435997,6.89635,6.89635
6.89645,0.000102045,9.994505882,6.89645,6.89645
6.89655,0.000102083,9.994067192,6.89655,6.89655
6.89665,0.000102099,9.994304657,6.89665,6.89665
6.89675,0.000102097,9.994800568,6.89675,6.89675
6.89685,0.00010213,9.994598389,6.89685,6.89685
6.89695,0.000102097,9.994793892,6.89695,6.89695
6.89705,0.000119884,8.971224785,6.89705,6.89705
6.89715,5.82E-05,-0.000839462,6.89715,6.89715
6.89725,2.97E-05,-0.000864443,6.89725,6.89725
6.89735,2.84E-05,-0.00066284,6.89735,6.89735
6.89745,2.80E-05,-0.000894208,6.89745,6.89745
6.89755,2.79E-05,-0.000962747,6.89755,6.89755
6.89765,2.78E-05,-0.000751996,6.89765,6.89765
6.89775,2.78E-05,-0.000817719,6.89775,6.89775
6.89785,2.78E-05,-0.000663966,6.89785,6.89785
6.89795,2.78E-05,-0.000903567,6.89795,6.89795
6.89805,1.49E-05,1.012749791,6.89805,6.89805
6.89815,9.12E-05,9.994124413,6.89815,6.89815
6.89825,0.000101677,9.994443893,6.89825,6.89825
6.89835,0.000101982,9.994195938,6.89835,6.89835
6.89845,0.000102063,9.994252205,6.89845,6.89845
6.89855,0.000102108,9.994490623,6.89855,6.89855
6.89865,0.000102104,9.994490623,6.89865,6.89865
6.89875,0.00010211,9.994367599,6.89875,6.89875
6.89885,0.000102107,9.994389534,6.89885,6.89885
6.89895,0.00010211,9.994527817,6.89895,6.89895
6.89905,0.000119797,8.990736008,6.89905,6.89905
6.89915,5.84E-05,-0.000592191,6.89915,6.89915
6.89925,2.97E-05,-0.000595498,6.89925,6.89925
6.89935,2.84E-05,-0.000568969,6.89935,6.89935
6.89945,2.81E-05,-0.000654677,6.89945,6.89945
6.89955,2.79E-05,-0.000508312,6.89955,6.89955
6.89965,2.79E-05,-0.000585084,6.89965,6.89965
6.89975,2.79E-05,-0.000455537,6.89975,6.89975
6.89985,2.79E-05,-0.000592543,6.89985,6.89985
6.89995,2.78E-05,-0.000528227,6.89995,6.89995
6.90005,1.51E-05,0.99261421,6.90005,6.90005
6.90015,9.10E-05,9.994359016,6.90015,6.90015
6.90025,0.000101711,9.994185448,6.90025,6.90025
6.90035,0.000101983,9.994227409,6.90035,6.90035
6.90045,0.000102087,9.994046211,6.90045,6.90045
6.90055,0.000102095,9.994199753,6.90055,6.90055
6.90065,0.000102104,9.994340897,6.90065,6.90065
6.90075,0.000102106,9.994172096,6.90075,6.90075
6.90085,0.000102132,9.994260788,6.90085,6.90085
6.90095,0.000102118,9.994073868,6.90095,6.90095
6.90105,0.000119691,9.010605812,6.90105,6.90105
6.90115,5.86E-05,-0.000658477,6.90115,6.90115
6.90125,2.97E-05,-0.000828344,6.90125,6.90125
6.90135,2.84E-05,-0.000821659,6.90135,6.90135
6.90145,2.81E-05,-0.000778454,6.90145,6.90145
6.90155,2.79E-05,-0.000664599,6.90155,6.90155
6.90165,2.79E-05,-0.000406209,6.90165,6.90165
6.90175,2.78E-05,-0.000598172,6.90175,6.90175
6.90185,2.78E-05,-0.000553418,6.90185,6.90185
6.90195,2.78E-05,-0.000754036,6.90195,6.90195
6.90205,1.51E-05,0.972934425,6.90205,6.90205
6.90215,9.08E-05,9.994254112,6.90215,6.90215
6.90225,0.000101718,9.994277,6.90225,6.90225
6.90235,0.000102011,9.99424839,6.90235,6.90235
6.90245,0.000102079,9.994215012,6.90245,6.90245
6.90255,0.000102135,9.994384766,6.90255,6.90255
6.90265,0.000102159,9.994297028,6.90265,6.90265
6.90275,0.000102101,9.994143486,6.90275,6.90275
6.90285,0.000102116,9.994054794,6.90285,6.90285
6.90295,0.000102106,9.994000435,6.90295,6.90295
6.90305,0.000119632,9.030405998,6.90305,6.90305
6.90315,5.89E-05,-0.000888157,6.90315,6.90315
6.90325,2.97E-05,-0.000841222,6.90325,6.90325
6.90335,2.85E-05,-0.000995116,6.90335,6.90335
6.90345,2.80E-05,-0.001046414,6.90345,6.90345
6.90355,2.79E-05,-0.000836226,6.90355,6.90355
6.90365,2.79E-05,-0.000790346,6.90365,6.90365
6.90375,2.79E-05,-0.000645459,6.90375,6.90375
6.90385,2.79E-05,-0.000715193,6.90385,6.90385
6.90395,2.79E-05,-0.00082173,6.90395,6.90395
6.90405,1.52E-05,0.952881753,6.90405,6.90405
6.90415,9.07E-05,9.994157791,6.90415,6.90415
6.90425,0.000101741,9.99428463,6.90425,6.90425
6.90435,0.000102021,9.994077682,6.90435,6.90435
6.90445,0.000102106,9.994207382,6.90445,6.90445
6.90455,0.000102096,9.994250298,6.90455,6.90455
6.90465,0.000102111,9.994172096,6.90465,6.90465
6.90475,0.00010211,9.994138718,6.90475,6.90475
6.90485,0.000102129,9.994569778,6.90485,6.90485
6.90495,0.000102135,9.994552612,6.90495,6.90495
6.90505,0.000119501,9.05053997,6.90505,6.90505
6.90515,5.91E-05,-0.001155835,6.90515,6.90515
6.90525,2.97E-05,-0.000997227,6.90525,6.90525
6.90535,2.84E-05,-0.000795201,6.90535,6.90535
6.90545,2.81E-05,-0.00077198,6.90545,6.90545
6.90555,2.79E-05,-0.000915037,6.90555,6.90555
6.90565,2.79E-05,-0.00096528,6.90565,6.90565
6.90575,2.79E-05,-0.000836859,6.90575,6.90575
6.90585,2.79E-05,-0.000803505,6.90585,6.90585
6.90595,2.79E-05,-0.000614708,6.90595,6.90595
6.90605,1.52E-05,0.93292743,6.90605,6.90605
6.90615,9.05E-05,9.99420929,6.90615,6.90615
6.90625,0.000101747,9.994065285,6.90625,6.90625
6.90635,0.00010204,9.994332314,6.90635,6.90635
6.90645,0.000102092,9.99438858,6.90645,6.90645
6.90655,0.000102098,9.994387627,6.90655,6.90655
6.90665,0.000102151,9.994236946,6.90665,6.90665
6.90675,0.000102113,9.994515419,6.90675,6.90675
6.90685,0.00010209,9.994375229,6.90685,6.90685
6.90695,0.000102142,9.994145393,6.90695,6.90695
6.90705,0.000119367,9.07042408,6.90705,6.90705
6.90715,5.93E-05,-0.000868243,6.90715,6.90715
6.90725,2.97E-05,-0.000950573,6.90725,6.90725
6.90735,2.84E-05,-0.000725748,6.90735,6.90735
6.90745,2.80E-05,-0.000621534,6.90745,6.90745
6.90755,2.79E-05,-0.000743622,6.90755,6.90755
6.90765,2.78E-05,-0.000681839,6.90765,6.90765
6.90775,2.78E-05,-0.000716319,6.90775,6.90775
6.90785,2.78E-05,-0.000703512,6.90785,6.90785
6.90795,2.78E-05,-0.000436819,6.90795,6.90795
6.90805,1.52E-05,0.913059831,6.90805,6.90805
6.90815,9.02E-05,9.99432373,6.90815,6.90815
6.90825,0.000101708,9.994321823,6.90825,6.90825
6.90835,0.000101983,9.99404335,6.90835,6.90835
6.90845,0.000102082,9.994205475,6.90845,6.90845
6.90855,0.000102084,9.994279861,6.90855,6.90855
6.90865,0.000102117,9.994397163,6.90865,6.90865
6.90875,0.000102136,9.994194984,6.90875,6.90875
6.90885,0.000102136,9.994210243,6.90885,6.90885
6.90895,0.000102124,9.994256973,6.90895,6.90895
6.90905,0.000119221,9.090612411,6.90905,6.90905
6.90915,5.96E-05,-0.000695279,6.90915,6.90915
6.90925,2.97E-05,-0.000769869,6.90925,6.90925
6.90935,2.84E-05,-0.000834889,6.90935,6.90935
6.90945,2.80E-05,-0.000609079,6.90945,6.90945
6.90955,2.78E-05,-0.000550463,6.90955,6.90955
6.90965,2.78E-05,-0.000572066,6.90965,6.90965
6.90975,2.78E-05,-0.000579243,6.90975,6.90975
6.90985,2.78E-05,-0.000734615,6.90985,6.90985
6.90995,2.78E-05,-0.000653551,6.90995,6.90995
6.91005,1.53E-05,0.893076062,6.91005,6.91005
6.91015,9.00E-05,9.994306564,6.91015,6.91015
6.91025,0.000101711,9.994083405,6.91025,6.91025
6.91035,0.000102008,9.994456291,6.91035,6.91035
6.91045,0.000102073,9.994621277,6.91045,6.91045
6.91055,0.000102125,9.994281769,6.91055,6.91055
6.91065,0.000102109,9.994456291,6.91065,6.91065
6.91075,0.0001021,9.994603157,6.91075,6.91075
6.91085,0.000102103,9.994283676,6.91085,6.91085
6.91095,0.000102112,9.994163513,6.91095,6.91095
6.91105,0.00011913,9.110375404,6.91105,6.91105
6.91115,5.98E-05,-0.001024107,6.91115,6.91115
6.91125,2.97E-05,-0.000682472,6.91125,6.91125
6.91135,2.84E-05,-0.00068008,6.91135,6.91135
6.91145,2.80E-05,-0.000602816,6.91145,6.91145
6.91155,2.78E-05,-0.000353433,6.91155,6.91155
6.91165,2.78E-05,-0.00042352,6.91165,6.91165
6.91175,2.78E-05,-0.000493676,6.91175,6.91175
6.91185,2.78E-05,-0.000548774,6.91185,6.91185
6.91195,2.78E-05,-0.000579665,6.91195,6.91195
6.91205,1.53E-05,0.873271585,6.91205,6.91205
6.91215,8.98E-05,9.994370461,6.91215,6.91215
6.91225,0.000101742,9.994420052,6.91225,6.91225
6.91235,0.000102034,9.994492531,6.91235,6.91235
6.91245,0.000102113,9.994306564,6.91245,6.91245
6.91255,0.00010212,9.994389534,6.91255,6.91255
6.91265,0.000102116,9.994344711,6.91265,6.91265
6.91275,0.000102126,9.994231224,6.91275,6.91275
6.91285,0.00010213,9.994180679,6.91285,6.91285
6.91295,0.000102118,9.99411869,6.91295,6.91295
6.91305,0.000119021,9.130444527,6.91305,6.91305
6.91315,6.01E-05,-0.000847484,6.91315,6.91315
6.91325,2.97E-05,-0.000554755,6.91325,6.91325
6.91335,2.84E-05,-0.000453989,6.91335,6.91335
6.91345,2.80E-05,-0.000582691,6.91345,6.91345
6.91355,2.79E-05,-0.000422816,6.91355,6.91355
6.91365,2.78E-05,-0.000331408,6.91365,6.91365
6.91375,2.78E-05,-0.000326975,6.91375,6.91375
6.91385,2.78E-05,-0.00031459,6.91385,6.91385
6.91395,2.78E-05,-0.000370814,6.91395,6.91395
6.91405,1.54E-05,0.853214979,6.91405,6.91405
6.91415,8.96E-05,9.994634628,6.91415,6.91415
6.91425,0.00010174,9.994232178,6.91425,6.91425
6.91435,0.000102027,9.99430275,6.91435,6.91435
6.91445,0.000102092,9.994514465,6.91445,6.91445
6.91455,0.000102127,9.99462986,6.91455,6.91455
6.91465,0.000102148,9.994628906,6.91465,6.91465
6.91475,0.000102144,9.994742393,6.91475,6.91475
6.91485,0.000102136,9.994971275,6.91485,6.91485
6.91495,0.000102132,9.995046616,6.91495,6.91495
6.91505,0.000118895,9.151385307,6.91505,6.91505
6.91515,6.03E-05,-0.00020151,6.91515,6.91515
6.91525,2.97E-05,3.23E-05,6.91525,6.91525
6.91535,2.84E-05,-0.000453707,6.91535,6.91535
6.91545,2.80E-05,-0.000559259,6.91545,6.91545
6.91555,2.78E-05,-0.000595639,6.91555,6.91555
6.91565,2.78E-05,-0.000643489,6.91565,6.91565
6.91575,2.78E-05,-0.000242464,6.91575,6.91575
6.91585,2.78E-05,-0.00040065,6.91585,6.91585
6.91595,2.78E-05,-0.000268218,6.91595,6.91595
6.91605,1.54E-05,0.833289862,6.91605,6.91605
6.91615,8.94E-05,9.994922638,6.91615,6.91615
6.91625,0.000101714,9.994773865,6.91625,6.91625
6.91635,0.000102009,9.994724274,6.91635,6.91635
6.91645,0.000102074,9.994612694,6.91645,6.91645
6.91655,0.000102108,9.994582176,6.91655,6.91655
6.91665,0.000102106,9.99467659,6.91665,6.91665
6.91675,0.00010212,9.994628906,6.91675,6.91675
6.91685,0.000102162,9.99484539,6.91685,6.91685
6.91695,0.00010211,9.994653702,6.91695,6.91695
6.91705,0.000118778,9.171157837,6.91705,6.91705
6.91715,6.06E-05,-0.000423308,6.91715,6.91715
6.91725,2.97E-05,-0.000692887,6.91725,6.91725
6.91735,2.83E-05,-0.000275748,6.91735,6.91735
6.91745,2.79E-05,-0.000180751,6.91745,6.91745
6.91755,2.78E-05,-0.000116083,6.91755,6.91755
6.91765,2.77E-05,-0.000187577,6.91765,6.91765
6.91775,2.77E-05,-0.000219946,6.91775,6.91775
6.91785,2.77E-05,-0.000480517,6.91785,6.91785
6.91795,2.78E-05,-0.000384817,6.91795,6.91795
6.91805,1.55E-05,0.813347042,6.91805,6.91805
6.91815,8.91E-05,9.994664192,6.91815,6.91815
6.91825,0.000101698,9.994677544,6.91825,6.91825
6.91835,0.000101993,9.994771004,6.91835,6.91835
6.91845,0.000102064,9.994457245,6.91845,6.91845
6.91855,0.000102083,9.994433403,6.91855,6.91855
6.91865,0.000102126,9.994444847,6.91865,6.91865
6.91875,0.000102123,9.994293213,6.91875,6.91875
6.91885,0.000102136,9.994434357,6.91885,6.91885
6.91895,0.000102112,9.994650841,6.91895,6.91895
6.91905,0.000118596,9.190770149,6.91905,6.91905
6.91915,6.08E-05,-0.000611753,6.91915,6.91915
6.91925,2.97E-05,-0.000745874,6.91925,6.91925
6.91935,2.83E-05,-0.000899345,6.91935,6.91935
6.91945,2.79E-05,-0.000728845,6.91945,6.91945
6.91955,2.78E-05,-0.000685287,6.91955,6.91955
6.91965,2.77E-05,-0.000461307,6.91965,6.91965
6.91975,2.77E-05,-0.000516053,6.91975,6.91975
6.91985,2.77E-05,-0.000504653,6.91985,6.91985
6.91995,2.77E-05,-0.000526045,6.91995,6.91995
6.92005,1.55E-05,0.793362558,6.92005,6.92005
6.92015,8.89E-05,9.994796753,6.92015,6.92015
6.92025,0.000101692,9.994821548,6.92025,6.92025
6.92035,0.00010197,9.994942665,6.92035,6.92035
6.92045,0.000102035,9.994657516,6.92045,6.92045
6.92055,0.000102086,9.994625092,6.92055,6.92055
6.92065,0.000102082,9.994679451,6.92065,6.92065
6.92075,0.000102082,9.994451523,6.92075,6.92075
6.92085,0.000102098,9.994150162,6.92085,6.92085
6.92095,0.000102085,9.994400024,6.92095,6.92095
6.92105,0.00011845,9.210931778,6.92105,6.92105
6.92115,6.11E-05,-0.001098556,6.92115,6.92115
6.92125,2.96E-05,-0.000795272,6.92125,6.92125
6.92135,2.83E-05,-0.000941847,6.92135,6.92135
6.92145,2.79E-05,-0.001080401,6.92145,6.92145
6.92155,2.78E-05,-0.000981605,6.92155,6.92155
6.92165,2.77E-05,-0.000825037,6.92165,6.92165
6.92175,2.77E-05,-0.000822715,6.92175,6.92175
6.92185,2.77E-05,-0.000924607,6.92185,6.92185
6.92195,2.77E-05,-0.000514646,6.92195,6.92195
6.92205,1.56E-05,0.773222446,6.92205,6.92205
6.92215,8.87E-05,9.994670868,6.92215,6.92215
6.92225,0.000101689,9.994830132,6.92225,6.92225
6.92235,0.000101964,9.994628906,6.92235,6.92235
6.92245,0.000102029,9.994563103,6.92245,6.92245
6.92255,0.000102059,9.994510651,6.92255,6.92255
