Device ID,
Remarks,_A4_229
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
5.90405,1.6519597921E-05,-0.000156370500918,5.90405,5.90405
5.90415,1.6518648408E-05,-0.000546066323295,5.90415,5.90415
5.90425,1.6523737941E-05,-0.000592860742472,5.90425,5.90425
5.90435,1.6568230421E-05,-0.000639303354546,5.90435,5.90435
5.90445,1.6554062313E-05,-0.000479850394186,5.90445,5.90445
5.90455,1.6544619939E-05,-0.00046317325905,5.90455,5.90455
5.90465,1.6531817892E-05,-0.00050018663751,5.90465,5.90465
5.90475,1.6566767954E-05,-0.00049336097436,5.90475,5.90475
5.90485,1.6541196601E-05,-0.000586246198509,5.90485,5.90485
5.90495,1.6536168914E-05,-0.000463314005174,5.90495,5.90495
5.90505,1.6531086658E-05,-0.000514049024787,5.90505,5.90505
5.90515,1.6518346456E-05,-0.000211327598663,5.90515,5.90515
5.90525,1.6526017134E-05,-0.000248692784226,5.90525,5.90525
5.90535,1.6545161998E-05,-0.00038562816917,5.90535,5.90535
5.90545,1.6557845811E-05,1.95661778E-06,5.90545,5.90545
5.90555,1.6515068637E-05,9.1393849289E-05,5.90555,5.90555
5.90565,1.6527936168E-05,-4.5963723096E-05,5.90565,5.90565
5.90575,1.6560412405E-05,6.9157678809E-05,5.90575,5.90575
5.90585,1.6575717382E-05,-3.491600728E-05,5.90585,5.90585
5.90595,1.6533378584E-05,-0.00023771544511,5.90595,5.90595
5.90605,1.6534537281E-05,-0.00029393917066,5.90605,5.90605
5.90615,1.6523921659E-05,-0.000403220066801,5.90615,5.90615
5.90625,1.6500360289E-05,-0.000661961734295,5.90625,5.90625
5.90635,1.6501400751E-05,-0.000496527529322,5.90635,5.90635
5.90645,1.6514661183E-05,-0.000435941008618,5.90645,5.90645
5.90655,1.6513466107E-05,-0.000268325355137,5.90655,5.90655
5.90665,1.6501900973E-05,-0.000162281372468,5.90665,5.90665
5.90675,1.6507068722E-05,4.9806589232E-05,5.90675,5.90675
5.90685,1.6529644199E-05,-0.000126464263303,5.90685,5.90685
5.90695,1.6518923076E-05,-0.000109224201879,5.90695,5.90695
5.90705,1.6546033294E-05,-0.000342352082953,5.90705,5.90705
5.90715,1.6551777662E-05,-0.000488153775223,5.90715,5.90715
5.90725,1.6554940885E-05,-0.000505956762936,5.90725,5.90725
5.90735,1.6554358808E-05,-0.00040582366637,5.90735,5.90735
5.90745,1.6561156372E-05,-0.000308012677124,5.90745,5.90745
5.90755,1.6527661501E-05,-0.000481328112073,5.90755,5.90755
5.90765,1.65168276E-05,-0.000514189770911,5.90765,5.90765
5.90775,1.6516391042E-05,-0.000276065809885,5.90775,5.90775
5.90785,1.6548550775E-05,-0.000398153584683,5.90785,5.90785
5.90795,1.6554533431E-05,-0.000759491231292,5.90795,5.90795
5.90805,1.6559406504E-05,-0.000453251443105,5.90805,5.90805
5.90815,1.6547939595E-05,-0.000694330839906,5.90815,5.90815
5.90825,1.6548156054E-05,-0.00074823241448,5.90825,5.90825
5.90835,1.6523099475E-05,-0.000317019730574,5.90835,5.90835
5.90845,1.6520412828E-05,-0.000221530906856,5.90845,5.90845
5.90855,1.6533560483E-05,-0.000240530149313,5.90855,5.90855
5.90865,1.6549591237E-05,-7.9740173533E-05,5.90865,5.90865
5.90875,1.6531555957E-05,-0.000526785559487,5.90875,5.90875
5.90885,1.652377432E-05,-0.000273462181212,5.90885,5.90885
