Device ID,
Remarks,_A3_228
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
5.93345,1.3246381059E-05,-6.698598099E-06,5.93345,5.93345
5.93355,1.3242380192E-05,-0.000123719932162,5.93355,5.93355
5.93365,1.3219530047E-05,-0.00018036585243,5.93365,5.93365
5.93375,1.3222658708E-05,-0.000235463681747,5.93375,5.93375
5.93385,1.3230772311E-05,-0.000176847475814,5.93385,5.93385
5.93395,1.3216774278E-05,-8.4595536464E-05,5.93395,5.93395
5.93405,1.3226384908E-05,0.000121440811199,5.93405,5.93405
5.93415,1.3247456991E-05,3.997278327E-06,5.93415,5.93415
5.93425,1.3242084606E-05,7.1550181019E-05,5.93425,5.93425
5.93435,1.3253060388E-05,-0.000216182961594,5.93435,5.93435
5.93445,1.3204617971E-05,8.5060761194E-05,5.93445,5.93445
5.93455,1.3230041077E-05,3.2003586966E-05,5.93455,5.93455
5.93465,1.3210404177E-05,4.3895710405E-05,5.93465,5.93465
5.93475,1.3214833416E-05,1.1034038835E-05,5.93475,5.93475
5.93485,1.3223769201E-05,-9.0436049504E-05,5.93485,5.93485
5.93495,1.3201467482E-05,-8.3258557424E-05,5.93495,5.93495
5.93505,1.3210853467E-05,-0.000174736444023,5.93505,5.93505
5.93515,1.3243062313E-05,-0.000462399213575,5.93515,5.93515
5.93525,1.3238112842E-05,-0.000379435805371,5.93525,5.93525
5.93535,1.3199471141E-05,-0.000335948629072,5.93535,5.93535
5.93545,1.32388368E-05,-0.000506660435349,5.93545,5.93545
5.93555,1.322402295E-05,-0.000184869379154,5.93555,5.93555
5.93565,1.3248237337E-05,-0.000342492829077,5.93565,5.93565
5.93575,1.3247941752E-05,-0.000427074672189,5.93575,5.93575
5.93585,1.3255759768E-05,-3.1397627026E-05,5.93585,5.93585
5.93595,1.3245312402E-05,-0.000103172584204,5.93595,5.93595
5.93605,1.3257271348E-05,6.2965329562E-05,5.93605,5.93605
5.93615,1.3255254089E-05,8.8649510872E-05,5.93615,5.93615
5.93625,1.3280290659E-05,-6.665179535E-05,5.93625,5.93625
5.93635,1.3257342289E-05,-1.1553962395E-05,5.93635,5.93635
5.93645,1.3212583326E-05,9.1886417067E-05,5.93645,5.93645
5.93655,1.3230202967E-05,-0.000207668475923,5.93655,5.93655
5.93665,1.3229809156E-05,-0.000359592144378,5.93665,5.93665
5.93675,1.3232818674E-05,-0.000292320706649,5.93675,5.93675
5.93685,1.3267227587E-05,-0.000231311991229,5.93685,5.93685
5.93695,1.3253094949E-05,-0.000381476478651,5.93695,5.93695
5.93705,1.3252378267E-05,-0.000153977991431,5.93705,5.93705
5.93715,1.3245256014E-05,5.5154527217E-05,5.93715,5.93715
5.93725,1.328077542E-05,-0.000316316058161,5.93725,5.93725
5.93735,1.3257630599E-05,-0.000240248686168,5.93735,5.93735
5.93745,1.3241972738E-05,3.1370276702E-05,5.93745,5.93745
5.93755,1.3220816982E-05,7.5209296483E-05,5.93755,5.93755
5.93765,1.3227165255E-05,-0.00017135879898,5.93765,5.93765
5.93775,1.3250542906E-05,-4.378232552E-05,5.93775,5.93775
5.93785,1.3245248738E-05,-3.743158459E-06,5.93785,5.93785
5.93795,1.3266355381E-05,-0.000172132844455,5.93795,5.93795
5.93805,1.3251998098E-05,-0.000187965546502,5.93805,5.93805
5.93815,1.3239258806E-05,-0.000305901659885,5.93815,5.93815
5.93825,1.3255858903E-05,-0.000414971465943,5.93825,5.93825
5.93835,1.3240299268E-05,-0.000587301736232,5.93835,5.93835
5.93845,1.3231067896E-05,-0.000561828666832,5.93845,5.93845
5.93855,1.3236390259E-05,-7.5588483014E-05,5.93855,5.93855
5.93865,1.3251323253E-05,-0.000257559120655,5.93865,5.93865
5.93875,1.3274968296E-05,-0.000404416321544,5.93875,5.93875
5.93885,1.3246620256E-05,-0.000261218228843,5.93885,5.93885
5.93895,1.3247287825E-05,0.000108563544927,5.93895,5.93895
5.93905,1.3223586393E-05,2.5740868296E-05,5.93905,5.93905
5.93915,1.3245578884E-05,-0.000186347097042,5.93915,5.93915
5.93925,1.320762658E-05,-0.000333063566359,5.93925,5.93925
5.93935,1.3212752492E-05,-0.000452195905382,5.93935,5.93935
5.93945,1.3228725948E-05,-0.000429607927799,5.93945,5.93945
5.93955,1.3250753909E-05,-0.000181139897904,5.93955,5.93955
5.93965,1.3203380149E-05,-0.000336441211402,5.93965,5.93965
