Device ID,,,,
Remarks,A3_LTD_1ms_1ms_228,,,
Time,MeasResult1_value,MeasResult2_value,MeasResult1_time,MeasResult2_time
5.94705,6.71E-05,-0.001540394,5.94705,5.94705
5.94715,6.71E-05,-0.001364616,5.94715,5.94715
5.94725,6.71E-05,-0.001572271,5.94725,5.94725
5.94735,6.71E-05,-0.001476993,5.94735,5.94735
5.94745,6.71E-05,-0.00138073,5.94745,5.94745
5.94755,6.70E-05,-0.001422458,5.94755,5.94755
5.94765,6.71E-05,-0.001455883,5.94765,5.94765
5.94775,6.70E-05,-0.001725179,5.94775,5.94775
5.94785,6.71E-05,-0.00146109,5.94785,5.94785
5.94795,6.70E-05,-0.001286086,5.94795,5.94795
5.94805,6.71E-05,-0.001556508,5.94805,5.94805
5.94815,6.71E-05,-0.001316414,5.94815,5.94815
5.94825,6.71E-05,-0.001524491,5.94825,5.94825
5.94835,6.70E-05,-0.001203193,5.94835,5.94835
5.94845,6.71E-05,-0.001062106,5.94845,5.94845
5.94855,6.71E-05,-0.001278627,5.94855,5.94855
5.94865,6.70E-05,-0.001235491,5.94865,5.94865
5.94875,6.70E-05,-0.001339072,5.94875,5.94875
5.94885,6.70E-05,-0.001306422,5.94885,5.94885
5.94895,6.70E-05,-0.001119314,5.94895,5.94895
5.94905,6.70E-05,-0.00106865,5.94905,5.94905
5.94915,6.70E-05,-0.001481004,5.94915,5.94915
5.94925,6.70E-05,-0.0016717,5.94925,5.94925
5.94935,6.70E-05,-0.001345546,5.94935,5.94935
5.94945,6.70E-05,-0.001397196,5.94945,5.94945
5.94955,6.70E-05,-0.001486844,5.94955,5.94955
5.94965,6.71E-05,-0.001224092,5.94965,5.94965
5.94975,6.71E-05,-0.001391707,5.94975,5.94975
5.94985,6.71E-05,-0.00123324,5.94985,5.94985
5.94995,6.71E-05,-0.001191652,5.94995,5.94995
5.95005,6.71E-05,-0.001190738,5.95005,5.95005
5.95015,6.71E-05,-0.001331191,5.95015,5.95015
5.95025,6.71E-05,-0.001538213,5.95025,5.95025
5.95035,6.71E-05,-0.00147446,5.95035,5.95035
5.95045,6.70E-05,-0.001473404,5.95045,5.95045
5.95055,6.70E-05,-0.001310574,5.95055,5.95055
5.95065,6.71E-05,-0.001145843,5.95065,5.95065
5.95075,6.71E-05,-0.001003138,5.95075,5.95075
5.95085,6.71E-05,-0.001059221,5.95085,5.95085
5.95095,6.71E-05,-0.00124091,5.95095,5.95095
5.95105,6.71E-05,-0.00111277,5.95105,5.95105
5.95115,6.71E-05,-0.001384952,5.95115,5.95115
5.95125,6.71E-05,-0.00112621,5.95125,5.95125
5.95135,6.71E-05,-0.001202911,5.95135,5.95135
5.95145,6.71E-05,-0.001297274,5.95145,5.95145
5.95155,6.71E-05,-0.001286578,5.95155,5.95155
5.95165,6.71E-05,-0.000933614,5.95165,5.95165
5.95175,6.70E-05,-0.001198056,5.95175,5.95175
5.95185,6.70E-05,-0.001077446,5.95185,5.95185
5.95195,6.70E-05,-0.001246961,5.95195,5.95195
5.95205,6.70E-05,-0.001111574,5.95205,5.95205
5.95215,6.70E-05,-0.001126492,5.95215,5.95215
5.95225,6.70E-05,-0.001436461,5.95225,5.95225
5.95235,6.70E-05,-0.001573748,5.95235,5.95235
5.95245,6.70E-05,-0.001492333,5.95245,5.95245
5.95255,6.70E-05,-0.001167305,5.95255,5.95255
5.95265,6.70E-05,-0.001230847,5.95265,5.95265
5.95275,6.70E-05,-0.001469253,5.95275,5.95275
5.95285,6.71E-05,-0.001570511,5.95285,5.95285
5.95295,6.71E-05,-0.001445609,5.95295,5.95295
5.95305,6.70E-05,-0.001420558,5.95305,5.95305
5.95315,6.70E-05,-0.001448213,5.95315,5.95315
5.95325,6.70E-05,-0.00136159,5.95325,5.95325
5.95335,6.70E-05,-0.001212481,5.95335,5.95335
5.95345,6.70E-05,-0.001339213,5.95345,5.95345
5.95355,6.70E-05,-0.001441598,5.95355,5.95355
5.95365,6.70E-05,-0.001530754,5.95365,5.95365
5.95375,6.70E-05,-0.001352583,5.95375,5.95375
5.95385,6.70E-05,-0.001430832,5.95385,5.95385
5.95395,6.70E-05,-0.001557493,5.95395,5.95395
5.95405,6.71E-05,-0.001552216,5.95405,5.95405
5.95415,6.70E-05,-0.001245835,5.95415,5.95415
5.95425,6.71E-05,-0.001104959,5.95425,5.95425
5.95435,6.71E-05,-0.001310503,5.95435,5.95435
5.95445,6.71E-05,-0.001425836,5.95445,5.95445
5.95455,6.71E-05,-0.00132901,5.95455,5.95455
5.95465,6.71E-05,-0.001068509,5.95465,5.95465
5.95475,6.70E-05,-0.001030511,5.95475,5.95475
5.95485,6.70E-05,-0.001161605,5.95485,5.95485
5.95495,6.71E-05,-0.000862121,5.95495,5.95495
5.95505,6.71E-05,-0.001003208,5.95505,5.95505
5.95515,6.71E-05,-0.001111574,5.95515,5.95515
5.95525,6.71E-05,-0.001266735,5.95525,5.95525
5.95535,6.70E-05,-0.001314796,5.95535,5.95535
5.95545,6.70E-05,-0.001128533,5.95545,5.95545
5.95555,6.70E-05,-0.001131981,5.95555,5.95555
5.95565,6.71E-05,-0.001156398,5.95565,5.95565
5.95575,6.71E-05,-0.000949658,5.95575,5.95575
5.95585,6.70E-05,-0.001324506,5.95585,5.95585
5.95595,6.70E-05,-0.001265961,5.95595,5.95595
5.95605,6.71E-05,-0.001092786,5.95605,5.95605
5.95615,6.70E-05,-0.001085327,5.95615,5.95615
5.95625,6.71E-05,-0.001113826,5.95625,5.95625
5.95635,6.70E-05,-0.001310855,5.95635,5.95635
5.95645,6.70E-05,-0.001387345,5.95645,5.95645
5.95655,6.70E-05,-0.001159565,5.95655,5.95655
5.95665,6.70E-05,-0.001198478,5.95665,5.95665
5.95675,6.71E-05,-0.001088775,5.95675,5.95675
5.95685,6.70E-05,-0.001140284,5.95685,5.95685
5.95695,6.70E-05,-0.001069213,5.95695,5.95695
5.95705,6.70E-05,-0.001316625,5.95705,5.95705
5.95715,6.71E-05,-0.001277008,5.95715,5.95715
5.95725,6.70E-05,-0.001060628,5.95725,5.95725
5.95735,6.70E-05,-0.000762199,5.95735,5.95735
5.95745,6.70E-05,-0.001011582,5.95745,5.95745
5.95755,6.71E-05,-0.001216774,5.95755,5.95755
5.95765,6.70E-05,-0.00107252,5.95765,5.95765
5.95775,6.70E-05,-0.001038884,5.95775,5.95775
5.95785,6.70E-05,-0.001054928,5.95785,5.95785
5.95795,6.70E-05,-0.001063372,5.95795,5.95795
5.95805,6.71E-05,-0.000945155,5.95805,5.95805
5.95815,6.70E-05,-0.000931363,5.95815,5.95815
5.95825,6.70E-05,-0.001025726,5.95825,5.95825
5.95835,6.70E-05,-0.001181308,5.95835,5.95835
5.95845,6.70E-05,-0.000772895,5.95845,5.95845
5.95855,6.70E-05,-0.001040784,5.95855,5.95855
5.95865,6.70E-05,-0.00104571,5.95865,5.95865
5.95875,6.70E-05,-0.000730111,5.95875,5.95875
5.95885,6.71E-05,-0.000870706,5.95885,5.95885
5.95895,6.71E-05,-0.000903638,5.95895,5.95895
5.95905,6.70E-05,-0.000920948,5.95905,5.95905
5.95915,6.70E-05,-0.00083334,5.95915,5.95915
5.95925,6.70E-05,-0.001039236,5.95925,5.95925
5.95935,6.70E-05,-0.00134625,5.95935,5.95935
5.95945,6.70E-05,-0.001255616,5.95945,5.95945
5.95955,6.70E-05,-0.001263568,5.95955,5.95955
5.95965,6.70E-05,-0.001259135,5.95965,5.95965
5.95975,6.70E-05,-0.001065483,5.95975,5.95975
5.95985,6.70E-05,-0.000855506,5.95985,5.95985
5.95995,6.71E-05,-0.000893786,5.95995,5.95995
5.96005,6.71E-05,-0.001037477,5.96005,5.96005
5.96015,6.71E-05,-0.001043177,5.96015,5.96015
5.96025,6.70E-05,-0.001080401,5.96025,5.96025
5.96035,6.71E-05,-0.000950854,5.96035,5.96035
5.96045,6.70E-05,-0.000980198,5.96045,5.96045
5.96055,6.71E-05,-0.00090019,5.96055,5.96055
5.96065,6.71E-05,-0.000914967,5.96065,5.96065
5.96075,6.70E-05,-0.001427102,5.96075,5.96075
5.96085,6.70E-05,-0.001100948,5.96085,5.96085
5.96095,6.71E-05,-0.000835944,5.96095,5.96095
5.96105,6.71E-05,-0.001269338,5.96105,5.96105
5.96115,6.70E-05,-0.001735383,5.96115,5.96115
5.96125,6.71E-05,-0.001116007,5.96125,5.96125
5.96135,6.70E-05,-0.000726171,5.96135,5.96135
5.96145,6.71E-05,-0.001002223,5.96145,5.96145
5.96155,6.71E-05,-0.001244076,5.96155,5.96155
5.96165,6.70E-05,-0.000962043,5.96165,5.96165
5.96175,6.70E-05,-0.001092082,5.96175,5.96175
5.96185,6.71E-05,-0.0013979,5.96185,5.96185
5.96195,6.71E-05,-0.001139017,5.96195,5.96195
5.96205,6.71E-05,-0.000709001,5.96205,5.96205
5.96215,6.71E-05,-0.000940088,5.96215,5.96215
5.96225,6.71E-05,-0.001191723,5.96225,5.96225
5.96235,6.71E-05,-0.001290941,5.96235,5.96235
5.96245,6.71E-05,-0.001479737,5.96245,5.96245
5.96255,6.71E-05,-0.001237251,5.96255,5.96255
5.96265,6.70E-05,-0.001296078,5.96265,5.96265
5.96275,6.71E-05,-0.001075546,5.96275,5.96275
5.96285,6.71E-05,-0.001370456,5.96285,5.96285
5.96295,6.71E-05,-0.001419714,5.96295,5.96295
5.96305,6.71E-05,-0.001508236,5.96305,5.96305
5.96315,6.71E-05,-0.001273068,5.96315,5.96315
5.96325,6.70E-05,-0.001314303,5.96325,5.96325
5.96335,6.71E-05,-0.001362716,5.96335,5.96335
5.96345,6.71E-05,-0.00113761,5.96345,5.96345
5.96355,6.70E-05,-0.00101693,5.96355,5.96355
5.96365,6.71E-05,-0.001086382,5.96365,5.96365
5.96375,6.71E-05,-0.001176383,5.96375,5.96375
5.96385,6.71E-05,-0.001168079,5.96385,5.96385
5.96395,6.70E-05,-0.00126392,5.96395,5.96395
5.96405,6.71E-05,-0.00123901,5.96405,5.96405
5.96415,6.71E-05,-0.000984701,5.96415,5.96415
5.96425,6.71E-05,-0.001105945,5.96425,5.96425
5.96435,6.70E-05,-0.001195171,5.96435,5.96435
5.96445,6.70E-05,-0.001191652,5.96445,5.96445
5.96455,6.70E-05,-0.001355679,5.96455,5.96455
5.96465,6.70E-05,-0.001309448,5.96465,5.96465
5.96475,6.70E-05,-0.001271731,5.96475,5.96475
5.96485,6.71E-05,-0.00114711,5.96485,5.96485
5.96495,6.71E-05,-0.001109674,5.96495,5.96495
5.96505,6.70E-05,-0.001109955,5.96505,5.96505
5.96515,6.71E-05,-0.001426821,5.96515,5.96515
5.96525,6.70E-05,-0.001281441,5.96525,5.96525
5.96535,6.70E-05,-0.001059854,5.96535,5.96535
5.96545,6.70E-05,-0.001116078,5.96545,5.96545
5.96555,6.70E-05,-0.001048454,5.96555,5.96555
5.96565,6.71E-05,-0.001160902,5.96565,5.96565
5.96575,6.71E-05,-0.001023896,5.96575,5.96575
5.96585,6.71E-05,-0.001073927,5.96585,5.96585
5.96595,6.71E-05,-0.001159917,5.96595,5.96595
5.96605,6.71E-05,-0.001167024,5.96605,5.96605
5.96615,6.71E-05,-0.001458205,5.96615,5.96615
5.96625,6.71E-05,-0.001279049,5.96625,5.96625
5.96635,6.70E-05,-0.001220292,5.96635,5.96635
5.96645,6.71E-05,-0.001369401,5.96645,5.96645
5.96655,6.71E-05,-0.001323943,5.96655,5.96655
5.96665,6.71E-05,-0.001376297,5.96665,5.96665
5.96675,6.71E-05,-0.001339776,5.96675,5.96675
5.96685,6.71E-05,-0.001574945,5.96685,5.96685
5.96695,6.71E-05,-0.001400222,5.96695,5.96695
5.96705,6.71E-05,-0.001481496,5.96705,5.96705
5.96715,6.71E-05,-0.00153005,5.96715,5.96715
5.96725,6.71E-05,-0.001529628,5.96725,5.96725
5.96735,6.71E-05,-0.001268353,5.96735,5.96735
5.96745,6.71E-05,-0.001200659,5.96745,5.96745
5.96755,6.71E-05,-0.001379182,5.96755,5.96755
5.96765,6.71E-05,-0.001344209,5.96765,5.96765
5.96775,6.71E-05,-0.001423795,5.96775,5.96775
5.96785,6.71E-05,-0.001482411,5.96785,5.96785
5.96795,6.71E-05,-0.00142675,5.96795,5.96795
5.96805,6.71E-05,-0.001395507,5.96805,5.96805
5.96815,6.71E-05,-0.001507181,5.96815,5.96815
5.96825,6.71E-05,-0.001496274,5.96825,5.96825
5.96835,6.71E-05,-0.001338439,5.96835,5.96835
5.96845,6.71E-05,-0.001200448,5.96845,5.96845
5.96855,6.71E-05,-0.001148306,5.96855,5.96855
5.96865,6.71E-05,-0.001323873,5.96865,5.96865
5.96875,6.71E-05,-0.001356735,5.96875,5.96875
5.96885,6.71E-05,-0.00144765,5.96885,5.96885
5.96895,6.71E-05,-0.001313388,5.96895,5.96895
5.96905,6.71E-05,-0.001109604,5.96905,5.96905
5.96915,6.71E-05,-0.000993638,5.96915,5.96915
5.96925,6.71E-05,-0.001149291,5.96925,5.96925
5.96935,6.71E-05,-0.001257446,5.96935,5.96935
5.96945,6.71E-05,-0.00114331,5.96945,5.96945
5.96955,6.71E-05,-0.001114811,5.96955,5.96955
5.96965,6.71E-05,-0.001048665,5.96965,5.96965
5.96975,6.70E-05,-0.001264342,5.96975,5.96975
5.96985,6.71E-05,-0.001258783,5.96985,5.96985
5.96995,6.71E-05,-0.001276797,5.96995,5.96995
5.97005,6.71E-05,-0.001140073,5.97005,5.97005
5.97015,6.70E-05,-0.001373764,5.97015,5.97015
5.97025,6.71E-05,-0.001336047,5.97025,5.97025
5.97035,6.71E-05,-0.00155299,5.97035,5.97035
5.97045,6.71E-05,-0.001443076,5.97045,5.97045
5.97055,6.71E-05,-0.00117209,5.97055,5.97055
5.97065,6.71E-05,-0.001243443,5.97065,5.97065
5.97075,6.71E-05,-0.00128306,5.97075,5.97075
5.97085,6.71E-05,-0.001494163,5.97085,5.97085
5.97095,6.71E-05,-0.001570934,5.97095,5.97095
5.97105,6.71E-05,-0.001212763,5.97105,5.97105
5.97115,6.71E-05,-0.001186234,5.97115,5.97115
5.97125,6.71E-05,-0.001208963,5.97125,5.97125
5.97135,6.71E-05,-0.001117063,5.97135,5.97135
5.97145,6.71E-05,-0.000994623,5.97145,5.97145
5.97155,6.71E-05,-0.001117837,5.97155,5.97155
5.97165,6.71E-05,-0.001009611,5.97165,5.97165
5.97175,6.70E-05,-0.000883653,5.97175,5.97175
5.97185,6.71E-05,-0.000975624,5.97185,5.97185
5.97195,6.71E-05,-0.00098442,5.97195,5.97195
5.97205,6.70E-05,-0.000848681,5.97205,5.97205
5.97215,6.71E-05,-0.000762832,5.97215,5.97215
5.97225,6.71E-05,-0.000644052,5.97225,5.97225
5.97235,6.71E-05,-0.000711112,5.97235,5.97235
5.97245,6.71E-05,-0.000676984,5.97245,5.97245
5.97255,6.70E-05,-0.000793442,5.97255,5.97255
5.97265,6.71E-05,-0.000804279,5.97265,5.97265
5.97275,6.71E-05,-0.000609149,5.97275,5.97275
5.97285,6.71E-05,-0.000688735,5.97285,5.97285
5.97295,6.71E-05,-0.000638493,5.97295,5.97295
5.97305,6.71E-05,-0.000669877,5.97305,5.97305
5.97315,6.70E-05,-0.000873731,5.97315,5.97315
5.97325,6.71E-05,-0.000770361,5.97325,5.97325
5.97335,6.71E-05,-0.000827359,5.97335,5.97335
5.97345,6.71E-05,-0.001091449,5.97345,5.97345
5.97355,6.71E-05,-0.000764662,5.97355,5.97355
5.97365,6.71E-05,-0.00122177,5.97365,5.97365
5.97375,6.71E-05,-0.001081879,5.97375,5.97375
5.97385,6.71E-05,-0.001160128,5.97385,5.97385
5.97395,6.71E-05,-0.001016015,5.97395,5.97395
5.97405,6.71E-05,-0.001031144,5.97405,5.97405
5.97415,6.71E-05,-0.001352794,5.97415,5.97415
5.97425,6.70E-05,-0.0013846,5.97425,5.97425
5.97435,6.70E-05,-0.001104748,5.97435,5.97435
5.97445,6.71E-05,-0.001256813,5.97445,5.97445
5.97455,6.71E-05,-0.001094545,5.97455,5.97455
5.97465,6.71E-05,-0.001628494,5.97465,5.97465
5.97475,6.71E-05,-0.001398603,5.97475,5.97475
5.97485,6.71E-05,-0.001448072,5.97485,5.97485
5.97495,6.71E-05,-0.001161183,5.97495,5.97495
5.97505,6.71E-05,-0.000991949,5.97505,5.97505
5.97515,6.71E-05,-0.001201293,5.97515,5.97515
5.97525,6.71E-05,-0.001438502,5.97525,5.97525
5.97535,6.71E-05,-0.001377001,5.97535,5.97535
5.97545,6.71E-05,-0.001516117,5.97545,5.97545
5.97555,6.71E-05,-0.001536805,5.97555,5.97555
5.97565,6.71E-05,-0.001373764,5.97565,5.97565
5.97575,6.70E-05,-0.001229721,5.97575,5.97575
5.97585,6.71E-05,-0.00092313,5.97585,5.97585
5.97595,6.71E-05,-0.001122833,5.97595,5.97595
5.97605,6.71E-05,-0.001317047,5.97605,5.97605
5.97615,6.70E-05,-0.001090956,5.97615,5.97615
5.97625,6.71E-05,-0.00121234,5.97625,5.97625
5.97635,6.70E-05,-0.001313881,5.97635,5.97635
5.97645,6.71E-05,-0.001395718,5.97645,5.97645
5.97655,6.71E-05,-0.001531528,5.97655,5.97655
5.97665,6.71E-05,-0.001365038,5.97665,5.97665
5.97675,6.71E-05,-0.001130855,5.97675,5.97675
5.97685,6.71E-05,-0.001195874,5.97685,5.97685
5.97695,6.71E-05,-0.001077094,5.97695,5.97695
5.97705,6.71E-05,-0.001335906,5.97705,5.97705
5.97715,6.71E-05,-0.001264975,5.97715,5.97715
5.97725,6.71E-05,-0.001079135,5.97725,5.97725
5.97735,6.71E-05,-0.001262442,5.97735,5.97735
5.97745,6.71E-05,-0.00118926,5.97745,5.97745
5.97755,6.70E-05,-0.001463342,5.97755,5.97755
5.97765,6.70E-05,-0.001169979,5.97765,5.97765
5.97775,6.71E-05,-0.001321621,5.97775,5.97775
5.97785,6.70E-05,-0.001284397,5.97785,5.97785
5.97795,6.71E-05,-0.001311277,5.97795,5.97795
5.97805,6.71E-05,-0.001171035,5.97805,5.97805
5.97815,6.70E-05,-0.001264835,5.97815,5.97815
5.97825,6.71E-05,-0.001343576,5.97825,5.97825
5.97835,6.71E-05,-0.001390863,5.97835,5.97835
5.97845,6.71E-05,-0.00125048,5.97845,5.97845
5.97855,6.71E-05,-0.000802449,5.97855,5.97855
5.97865,6.71E-05,-0.000829541,5.97865,5.97865
5.97875,6.70E-05,-0.001177649,5.97875,5.97875
5.97885,6.70E-05,-0.001473123,5.97885,5.97885
5.97895,6.70E-05,-0.001106015,5.97895,5.97895
5.97905,6.70E-05,-0.000999267,5.97905,5.97905
5.97915,6.70E-05,-0.001054506,5.97915,5.97915
5.97925,6.71E-05,-0.000972035,5.97925,5.97925
5.97935,6.70E-05,-0.000936218,5.97935,5.97935
5.97945,6.71E-05,-0.00101313,5.97945,5.97945
5.97955,6.70E-05,-0.00124858,5.97955,5.97955
5.97965,6.70E-05,-0.001100808,5.97965,5.97965
5.97975,6.70E-05,-0.001119526,5.97975,5.97975
5.97985,6.71E-05,-0.001109463,5.97985,5.97985
5.97995,6.71E-05,-0.001043177,5.97995,5.97995
5.98005,6.70E-05,-0.00077972,5.98005,5.98005
5.98015,6.70E-05,-0.000628782,5.98015,5.98015
5.98025,6.71E-05,-0.000678461,5.98025,5.98025
5.98035,6.71E-05,-0.000964576,5.98035,5.98035
5.98045,6.71E-05,-0.000934951,5.98045,5.98045
5.98055,6.71E-05,-0.000525975,5.98055,5.98055
5.98065,6.71E-05,-0.000803434,5.98065,5.98065
5.98075,6.71E-05,-0.00076248,5.98075,5.98075
5.98085,6.71E-05,-0.000876687,5.98085,5.98085
5.98095,6.71E-05,-0.000755373,5.98095,5.98095
5.98105,6.71E-05,-0.000988994,5.98105,5.98105
5.98115,6.71E-05,-0.001190034,5.98115,5.98115
5.98125,6.71E-05,-0.000873661,5.98125,5.98125
5.98135,6.70E-05,-0.001079416,5.98135,5.98135
5.98145,6.71E-05,-0.000803434,5.98145,5.98145
5.98155,6.71E-05,-0.000829118,5.98155,5.98155
5.98165,6.71E-05,-0.000893434,5.98165,5.98165
5.98175,6.71E-05,-0.001034944,5.98175,5.98175
5.98185,6.71E-05,-0.001377282,5.98185,5.98185
5.98195,6.71E-05,-0.001220855,5.98195,5.98195
5.98205,6.70E-05,-0.001075124,5.98205,5.98205
5.98215,6.71E-05,-0.001265749,5.98215,5.98215
5.98225,6.71E-05,-0.001042403,5.98225,5.98225
5.98235,6.71E-05,-0.001155694,5.98235,5.98235
5.98245,6.71E-05,-0.001264553,5.98245,5.98245
5.98255,6.71E-05,-0.001153583,5.98255,5.98255
5.98265,6.71E-05,-0.000872817,5.98265,5.98265
5.98275,6.71E-05,-0.000774583,5.98275,5.98275
5.98285,6.70E-05,-0.000792949,5.98285,5.98285
5.98295,6.70E-05,-0.000739189,5.98295,5.98295
5.98305,6.70E-05,-0.000906664,5.98305,5.98305
5.98315,6.70E-05,-0.000790909,5.98315,5.98315
5.98325,6.70E-05,-0.000817156,5.98325,5.98325
5.98335,6.70E-05,-0.001014467,5.98335,5.98335
5.98345,6.71E-05,-0.001052324,5.98345,5.98345
5.98355,6.70E-05,-0.001064146,5.98355,5.98355
5.98365,6.70E-05,-0.000988571,5.98365,5.98365
5.98375,6.70E-05,-0.000985405,5.98375,5.98375
5.98385,6.70E-05,-0.00092517,5.98385,5.98385
5.98395,6.70E-05,-0.000913489,5.98395,5.98395
5.98405,6.70E-05,-0.00106675,5.98405,5.98405
5.98415,6.71E-05,-0.001078149,5.98415,5.98415
5.98425,6.71E-05,-0.000871058,5.98425,5.98425
5.98435,6.71E-05,-0.00085241,5.98435,5.98435
5.98445,6.70E-05,-0.000863669,5.98445,5.98445
5.98455,6.70E-05,-0.000904482,5.98455,5.98455
5.98465,6.71E-05,-0.001201715,5.98465,5.98465
5.98475,6.70E-05,-0.001109322,5.98475,5.98475
5.98485,6.70E-05,-0.000954725,5.98485,5.98485
5.98495,6.70E-05,-0.000929392,5.98495,5.98495
5.98505,6.71E-05,-0.001051832,5.98505,5.98505
5.98515,6.70E-05,-0.000917993,5.98515,5.98515
5.98525,6.71E-05,-0.001102356,5.98525,5.98525
5.98535,6.71E-05,-0.001102919,5.98535,5.98535
5.98545,6.71E-05,-0.000992934,5.98545,5.98545
5.98555,6.71E-05,-0.000809697,5.98555,5.98555
5.98565,6.71E-05,-0.000845725,5.98565,5.98565
5.98575,6.71E-05,-0.001164702,5.98575,5.98575
5.98585,6.70E-05,-0.00134625,5.98585,5.98585
5.98595,6.70E-05,-0.001270534,5.98595,5.98595
5.98605,6.71E-05,-0.000996664,5.98605,5.98605
5.98615,6.71E-05,-0.001068298,5.98615,5.98615
5.98625,6.71E-05,-0.001125366,5.98625,5.98625
5.98635,6.70E-05,-0.001039869,5.98635,5.98635
5.98645,6.71E-05,-0.001003841,5.98645,5.98645
5.98655,6.71E-05,-0.001270112,5.98655,5.98655
5.98665,6.71E-05,-0.001255898,5.98665,5.98665
5.98675,6.71E-05,-0.001121566,5.98675,5.98675
5.98685,6.70E-05,-0.001307407,5.98685,5.98685
5.98695,6.71E-05,-0.001365812,5.98695,5.98695
5.98705,6.71E-05,-0.001253224,5.98705,5.98705
5.98715,6.71E-05,-0.001000745,5.98715,5.98715
5.98725,6.71E-05,-0.000786687,5.98725,5.98725
5.98735,6.71E-05,-0.000956625,5.98735,5.98735
5.98745,6.71E-05,-0.001226836,5.98745,5.98745
5.98755,6.71E-05,-0.001433224,5.98755,5.98755
5.98765,6.71E-05,-0.001408103,5.98765,5.98765
5.98775,6.71E-05,-0.001154991,5.98775,5.98775
5.98785,6.71E-05,-0.000975202,5.98785,5.98785
5.98795,6.71E-05,-0.000813356,5.98795,5.98795
5.98805,6.70E-05,-0.000915178,5.98805,5.98805
5.98815,6.71E-05,-0.000933192,5.98815,5.98815
5.98825,6.70E-05,-0.000749744,5.98825,5.98825
5.98835,6.71E-05,-0.000606053,5.98835,5.98835
5.98845,6.71E-05,-0.000931925,5.98845,5.98845
5.98855,6.71E-05,-0.000881472,5.98855,5.98855
5.98865,6.71E-05,-0.000870495,5.98865,5.98865
5.98875,6.70E-05,-0.001076461,5.98875,5.98875
5.98885,6.71E-05,-0.001140073,5.98885,5.98885
5.98895,6.71E-05,-0.001097923,5.98895,5.98895
5.98905,6.71E-05,-0.000957187,5.98905,5.98905
5.98915,6.71E-05,-0.001083216,5.98915,5.98915
5.98925,6.71E-05,-0.001075827,5.98925,5.98925
5.98935,6.71E-05,-0.000870424,5.98935,5.98935
5.98945,6.71E-05,-0.000900049,5.98945,5.98945
5.98955,6.71E-05,-0.001168079,5.98955,5.98955
5.98965,6.71E-05,-0.000813778,5.98965,5.98965
5.98975,6.71E-05,-0.00079302,5.98975,5.98975
5.98985,6.71E-05,-0.000810049,5.98985,5.98985
5.98995,6.71E-05,-0.000907578,5.98995,5.98995
5.99005,6.71E-05,-0.000925663,5.99005,5.99005
5.99015,6.71E-05,-0.001156328,5.99015,5.99015
5.99025,6.70E-05,-0.001346954,5.99025,5.99025
5.99035,6.70E-05,-0.001202911,5.99035,5.99035
5.99045,6.70E-05,-0.001172935,5.99045,5.99045
5.99055,6.71E-05,-0.001111504,5.99055,5.99055
5.99065,6.70E-05,-0.00122958,5.99065,5.99065
5.99075,6.70E-05,-0.001125225,5.99075,5.99075
5.99085,6.70E-05,-0.000906593,5.99085,5.99085
5.99095,6.70E-05,-0.000982238,5.99095,5.99095
5.99105,6.70E-05,-0.00115288,5.99105,5.99105
5.99115,6.70E-05,-0.00133478,5.99115,5.99115
5.99125,6.70E-05,-0.001321199,5.99125,5.99125
5.99135,6.70E-05,-0.001214311,5.99135,5.99135
5.99145,6.70E-05,-0.001211989,5.99145,5.99145
5.99155,6.70E-05,-0.001133318,5.99155,5.99155
5.99165,6.70E-05,-0.001135429,5.99165,5.99165
5.99175,6.70E-05,-0.001042121,5.99175,5.99175
5.99185,6.70E-05,-0.000900964,5.99185,5.99185
5.99195,6.70E-05,-0.001123185,5.99195,5.99195
5.99205,6.70E-05,-0.00097098,5.99205,5.99205
5.99215,6.70E-05,-0.000991949,5.99215,5.99215
5.99225,6.70E-05,-0.001262161,5.99225,5.99225
5.99235,6.70E-05,-0.001078923,5.99235,5.99235
5.99245,6.70E-05,-0.001229229,5.99245,5.99245
5.99255,6.70E-05,-0.001344139,5.99255,5.99255
5.99265,6.70E-05,-0.00134245,5.99265,5.99265
5.99275,6.70E-05,-0.001220503,5.99275,5.99275
5.99285,6.70E-05,-0.000899908,5.99285,5.99285
5.99295,6.71E-05,-0.00107836,5.99295,5.99295
5.99305,6.70E-05,-0.00093847,5.99305,5.99305
5.99315,6.70E-05,-0.001055632,5.99315,5.99315
5.99325,6.70E-05,-0.001136977,5.99325,5.99325
5.99335,6.70E-05,-0.00106872,5.99335,5.99335
5.99345,6.70E-05,-0.001298681,5.99345,5.99345
5.99355,6.70E-05,-0.00142858,5.99355,5.99355
5.99365,6.70E-05,-0.001279049,5.99365,5.99365
5.99375,6.70E-05,-0.001020729,5.99375,5.99375
5.99385,6.70E-05,-0.000788868,5.99385,5.99385
5.99395,6.70E-05,-0.000818423,5.99395,5.99395
5.99405,6.70E-05,-0.000987023,5.99405,5.99405
5.99415,6.71E-05,-0.000993075,5.99415,5.99415
5.99425,6.71E-05,-0.001181097,5.99425,5.99425
5.99435,6.70E-05,-0.001109181,5.99435,5.99435
5.99445,6.70E-05,-0.000919119,5.99445,5.99445
5.99455,6.71E-05,-0.001253576,5.99455,5.99455
5.99465,6.71E-05,-0.001077727,5.99465,5.99465
5.99475,6.70E-05,-0.000973513,5.99475,5.99475
5.99485,6.70E-05,-0.001051691,5.99485,5.99485
5.99495,6.70E-05,-0.001062317,5.99495,5.99495
